ticker,flag_date,direction,checkpoint_days,checked_date,price_at_flag,price_at_checkpoint,pct_change,hit
OUT,2026-08-07,call,1,2026-08-13,30.995,30.14,-2.76,False
OUT,2026-08-07,call,3,2026-08-13,30.995,30.14,-2.76,False
NWBI,2026-08-07,call,1,2026-08-13,15.61,15.84,1.47,True
NWBI,2026-08-07,call,3,2026-08-13,15.61,15.84,1.47,True
VSEC,2026-08-07,put,1,2026-08-13,223.86,237.735,6.2,False
VSEC,2026-08-07,put,3,2026-08-13,223.86,237.735,6.2,False
RDN,2026-08-07,call,1,2026-08-13,36.2,36.4775,0.77,True
RDN,2026-08-07,call,3,2026-08-13,36.2,36.4775,0.77,True
CARG,2026-08-07,put,1,2026-08-13,38.81,37.7105,-2.83,True
CARG,2026-08-07,put,3,2026-08-13,38.81,37.7105,-2.83,True
LMAT,2026-08-07,call,1,2026-08-13,80.67,82.4,2.14,True
LMAT,2026-08-07,call,3,2026-08-13,80.67,82.4,2.14,True
NOVT,2026-08-07,put,1,2026-08-13,167.835,167.79,-0.03,True
NOVT,2026-08-07,put,3,2026-08-13,167.835,167.79,-0.03,True
PRAX,2026-08-07,call,1,2026-08-13,375.5,385.59,2.69,True
PRAX,2026-08-07,call,3,2026-08-13,375.5,385.59,2.69,True
SFNC,2026-08-07,call,1,2026-08-13,23.475,24.035,2.39,True
SFNC,2026-08-07,call,3,2026-08-13,23.475,24.035,2.39,True
HOMB,2026-08-07,call,1,2026-08-13,30.72,31.35,2.05,True
HOMB,2026-08-07,call,3,2026-08-13,30.72,31.35,2.05,True
FTDR,2026-08-07,call,1,2026-08-13,90.735,86.305,-4.88,False
FTDR,2026-08-07,call,3,2026-08-13,90.735,86.305,-4.88,False
MTX,2026-08-07,call,1,2026-08-13,75.0575,73.16,-2.53,False
MTX,2026-08-07,call,3,2026-08-13,75.0575,73.16,-2.53,False
PSMT,2026-08-07,call,1,2026-08-13,174.155,179.9464,3.33,True
PSMT,2026-08-07,call,3,2026-08-13,174.155,179.9464,3.33,True
VCEL,2026-08-07,call,1,2026-08-13,45.19,44.83,-0.8,False
VCEL,2026-08-07,call,3,2026-08-13,45.19,44.83,-0.8,False
IRT,2026-08-07,put,1,2026-08-13,17.05,17.135,0.5,False
IRT,2026-08-07,put,3,2026-08-13,17.05,17.135,0.5,False
POR,2026-08-10,call,1,2026-08-13,49.05,50.17,2.28,True
POR,2026-08-10,call,3,2026-08-13,49.05,50.17,2.28,True
RDNT,2026-08-10,put,1,2026-08-13,72.385,77.795,7.47,False
RDNT,2026-08-10,put,3,2026-08-13,72.385,77.795,7.47,False
GRAL,2026-08-10,put,1,2026-08-13,69.48,69.57,0.13,False
GRAL,2026-08-10,put,3,2026-08-13,69.48,69.57,0.13,False
BWIN,2026-08-10,call,1,2026-08-13,29.54,31.165,5.5,True
BWIN,2026-08-10,call,3,2026-08-13,29.54,31.165,5.5,True
CON,2026-08-10,call,1,2026-08-13,34.06,34.94,2.58,True
CON,2026-08-10,call,3,2026-08-13,34.06,34.94,2.58,True
ASH,2026-08-10,call,1,2026-08-13,76.45,74.81,-2.15,False
ASH,2026-08-10,call,3,2026-08-13,76.45,74.81,-2.15,False
OUT,2026-08-10,call,1,2026-08-13,31.24,30.14,-3.52,False
OUT,2026-08-10,call,3,2026-08-13,31.24,30.14,-3.52,False
LASR,2026-08-10,call,1,2026-08-13,54.64,53.06,-2.89,False
LASR,2026-08-10,call,3,2026-08-13,54.64,53.06,-2.89,False
DYN,2026-08-10,put,1,2026-08-13,26.43,26.39,-0.15,True
DYN,2026-08-10,put,3,2026-08-13,26.43,26.39,-0.15,True
FCPT,2026-08-10,put,1,2026-08-13,24.67,25.2799,2.47,False
FCPT,2026-08-10,put,3,2026-08-13,24.67,25.2799,2.47,False
RDN,2026-08-10,call,1,2026-08-13,36.765,36.4775,-0.78,False
RDN,2026-08-10,call,3,2026-08-13,36.765,36.4775,-0.78,False
VSEC,2026-08-10,put,1,2026-08-13,219.91,237.735,8.11,False
VSEC,2026-08-10,put,3,2026-08-13,219.91,237.735,8.11,False
NOVT,2026-08-10,put,1,2026-08-13,165.9,167.79,1.14,False
NOVT,2026-08-10,put,3,2026-08-13,165.9,167.79,1.14,False
TPC,2026-08-10,call,1,2026-08-13,98.72,96.31,-2.44,False
TPC,2026-08-10,call,3,2026-08-13,98.72,96.31,-2.44,False
SFNC,2026-08-10,call,1,2026-08-13,23.545,24.035,2.08,True
SFNC,2026-08-10,call,3,2026-08-13,23.545,24.035,2.08,True
NWBI,2026-08-10,call,1,2026-08-13,15.59,15.84,1.6,True
NWBI,2026-08-10,call,3,2026-08-13,15.59,15.84,1.6,True
SKY,2026-08-10,call,1,2026-08-13,92.895,95.515,2.82,True
SKY,2026-08-10,call,3,2026-08-13,92.895,95.515,2.82,True
MTX,2026-08-10,call,1,2026-08-13,74.83,73.16,-2.23,False
MTX,2026-08-10,call,3,2026-08-13,74.83,73.16,-2.23,False
HOMB,2026-08-10,call,1,2026-08-13,30.78,31.35,1.85,True
HOMB,2026-08-10,call,3,2026-08-13,30.78,31.35,1.85,True
AUB,2026-08-10,call,1,2026-08-13,41.815,42.86,2.5,True
AUB,2026-08-10,call,3,2026-08-13,41.815,42.86,2.5,True
PSMT,2026-08-10,call,1,2026-08-13,177.44,179.9464,1.41,True
PSMT,2026-08-10,call,3,2026-08-13,177.44,179.9464,1.41,True
BKD,2026-08-11,call,1,2026-08-13,13.055,13.055,0.0,False
BTU,2026-08-11,call,1,2026-08-13,24.35,24.5347,0.76,True
LASR,2026-08-11,call,1,2026-08-13,51.2,53.06,3.63,True
ACA,2026-08-11,put,1,2026-08-13,145.02,145.32,0.21,False
FCPT,2026-08-11,put,1,2026-08-13,24.47,25.2799,3.31,False
RDN,2026-08-11,call,1,2026-08-13,36.61,36.4775,-0.36,False
VSEC,2026-08-11,put,1,2026-08-13,233.1801,237.735,1.95,False
MYRG,2026-08-11,call,1,2026-08-13,337.055,334.98,-0.62,False
NOVT,2026-08-11,put,1,2026-08-13,167.0,167.79,0.47,False
SFNC,2026-08-11,call,1,2026-08-13,23.675,24.035,1.52,True
NWBI,2026-08-11,call,1,2026-08-13,15.56,15.84,1.8,True
HOMB,2026-08-11,call,1,2026-08-13,30.9,31.35,1.46,True
URBN,2026-08-11,put,1,2026-08-13,78.595,77.5,-1.39,True
MTX,2026-08-11,call,1,2026-08-13,74.295,73.16,-1.53,False
SKY,2026-08-11,call,1,2026-08-13,94.25,95.515,1.34,True
ERAS,2026-08-12,call,1,2026-08-13,19.16,18.175,-5.14,False
ASH,2026-08-12,put,1,2026-08-13,74.874,74.81,-0.09,True
HASI,2026-08-12,call,1,2026-08-13,41.575,42.075,1.2,True
LASR,2026-08-12,call,1,2026-08-13,51.795,53.06,2.44,True
ACA,2026-08-12,put,1,2026-08-13,145.1,145.32,0.15,False
RDN,2026-08-12,call,1,2026-08-13,36.284,36.4775,0.53,True
SFNC,2026-08-12,call,1,2026-08-13,23.75,24.035,1.2,True
VSEC,2026-08-12,put,1,2026-08-13,243.0,237.735,-2.17,True
NOVT,2026-08-12,put,1,2026-08-13,168.17,167.79,-0.23,True
NWBI,2026-08-12,call,1,2026-08-13,15.675,15.84,1.05,True
WAY,2026-08-12,call,1,2026-08-13,24.19,24.83,2.65,True
URBN,2026-08-12,put,1,2026-08-13,78.17,77.5,-0.86,True
PSMT,2026-08-12,call,1,2026-08-13,173.17,179.9464,3.91,True
MTX,2026-08-12,call,1,2026-08-13,73.67,73.16,-0.69,False
LCII,2026-08-12,put,1,2026-08-13,104.99,108.01,2.88,False
ALMS,2026-07-31,call,10,2026-09-11,28.135,9.29,-66.98,False
WERN,2026-07-31,call,10,2026-09-11,37.77,36.665,-2.93,False
AMBA,2026-07-31,call,10,2026-09-11,87.145,67.94,-22.04,False
AXTI,2026-07-31,call,10,2026-09-11,61.26,65.8,7.41,True
WHD,2026-07-31,call,10,2026-09-11,64.225,68.853,7.21,True
TVTX,2026-07-31,call,10,2026-09-11,55.895,67.73,21.17,True
ACMR,2026-07-31,call,10,2026-09-11,80.19,73.24,-8.67,False
VSEC,2026-07-31,put,10,2026-09-11,194.3,195.36,0.55,False
NEOG,2026-07-31,call,10,2026-09-11,11.97,11.85,-1.0,False
SFNC,2026-07-31,call,10,2026-09-11,23.565,23.145,-1.78,False
CVLT,2026-07-31,put,10,2026-09-11,115.35,132.12,14.54,False
VAC,2026-07-31,put,10,2026-09-11,98.11,103.72,5.72,False
ELVN,2026-07-31,put,10,2026-09-11,55.36,54.385,-1.76,True
HOMB,2026-07-31,call,10,2026-09-11,30.94,29.885,-3.41,False
IRT,2026-07-31,put,10,2026-09-11,16.625,15.365,-7.58,True
BWIN,2026-08-03,call,10,2026-09-11,29.06,29.32,0.89,True
MRCY,2026-08-03,call,10,2026-09-11,105.04,81.18,-22.72,False
OPLN,2026-08-03,call,10,2026-09-11,40.84,35.62,-12.78,False
TMDX,2026-08-03,put,10,2026-09-11,81.355,81.33,-0.03,True
FLYW,2026-08-03,put,10,2026-09-11,16.405,17.93,9.3,False
LRN,2026-08-03,put,10,2026-09-11,80.67,82.28,2.0,False
ESTA,2026-08-03,call,10,2026-09-11,93.04,70.46,-24.27,False
DNTH,2026-08-03,call,10,2026-09-11,104.58,106.95,2.27,True
WRBY,2026-08-03,call,10,2026-09-11,28.32,25.275,-10.75,False
ATKR,2026-08-03,call,10,2026-09-11,93.4,94.29,0.95,True
AXTI,2026-08-03,call,10,2026-09-11,69.59,65.8,-5.45,False
SMR,2026-08-03,call,10,2026-09-11,8.93,8.8186,-1.25,False
UPST,2026-08-03,call,10,2026-09-11,29.5468,25.73,-12.92,False
USAR,2026-08-03,call,10,2026-09-11,15.855,15.62,-1.48,False
ELVN,2026-08-03,call,10,2026-09-11,58.85,54.385,-7.59,False
TDC,2026-08-04,put,10,2026-09-11,34.615,27.76,-19.8,True
IBP,2026-08-04,put,10,2026-09-11,237.95,208.111,-12.54,True
CGON,2026-08-04,call,10,2026-09-11,72.18,72.43,0.35,True
ZETA,2026-08-04,call,10,2026-09-11,24.125,30.33,25.72,True
LUMN,2026-08-04,call,10,2026-09-11,6.795,7.115,4.71,True
KLIC,2026-08-04,put,10,2026-09-11,93.83,86.3,-8.03,True
CAKE,2026-08-04,put,10,2026-09-11,104.94,101.3675,-3.4,True
UEC,2026-08-04,call,10,2026-09-11,10.7139,10.755,0.38,True
TDW,2026-08-04,call,10,2026-09-11,84.125,91.3,8.53,True
SHAK,2026-08-04,call,10,2026-09-11,65.605,62.7,-4.43,False
POWI,2026-08-04,call,10,2026-09-11,63.81,52.43,-17.83,False
WRBY,2026-08-04,call,10,2026-09-11,29.52,25.275,-14.38,False
UPST,2026-08-04,call,10,2026-09-11,30.58,25.73,-15.86,False
CLOV,2026-08-04,put,10,2026-09-11,4.315,4.7795,10.76,False
ACA,2026-08-04,put,10,2026-09-11,145.415,145.55,0.09,False
KMT,2026-08-05,call,10,2026-09-11,35.32,29.61,-16.17,False
TDC,2026-08-05,put,10,2026-09-11,27.015,27.76,2.76,False
IBP,2026-08-05,put,10,2026-09-11,242.68,208.111,-14.24,True
ZETA,2026-08-05,call,10,2026-09-11,27.26,30.33,11.26,True
MD,2026-08-05,call,10,2026-09-11,25.97,26.835,3.33,True
DYN,2026-08-05,put,10,2026-09-11,26.37,18.085,-31.42,True
DK,2026-08-05,call,10,2026-09-11,60.7875,77.23,27.05,True
FSLY,2026-08-05,call,10,2026-09-11,26.65,22.6,-15.2,False
EWTX,2026-08-05,call,10,2026-09-11,44.94,44.2,-1.65,False
LGN,2026-08-05,call,10,2026-09-11,67.31,56.365,-16.26,False
OSCR,2026-08-05,call,10,2026-09-11,30.84,33.305,7.99,True
UPST,2026-08-05,call,10,2026-09-11,31.0046,25.73,-17.01,False
WRBY,2026-08-05,call,10,2026-09-11,28.73,25.275,-12.03,False
VSEC,2026-08-05,put,10,2026-09-11,215.06,195.36,-9.16,True
LMAT,2026-08-05,call,10,2026-09-11,81.735,79.405,-2.85,False
DFTX,2026-08-07,call,5,2026-09-11,46.14,38.46,-16.64,False
DFTX,2026-08-07,call,10,2026-09-11,46.14,38.46,-16.64,False
CLOV,2026-08-07,put,5,2026-09-11,4.66,4.7795,2.56,False
CLOV,2026-08-07,put,10,2026-09-11,4.66,4.7795,2.56,False
SOUN,2026-08-07,call,5,2026-09-11,7.08,6.31,-10.88,False
SOUN,2026-08-07,call,10,2026-09-11,7.08,6.31,-10.88,False
JOE,2026-08-07,call,5,2026-09-11,67.38,65.36,-3.0,False
JOE,2026-08-07,call,10,2026-09-11,67.38,65.36,-3.0,False
INOD,2026-08-07,call,5,2026-09-11,65.48,53.65,-18.07,False
INOD,2026-08-07,call,10,2026-09-11,65.48,53.65,-18.07,False
RUN,2026-08-07,call,5,2026-09-11,9.38,8.755,-6.66,False
RUN,2026-08-07,call,10,2026-09-11,9.38,8.755,-6.66,False
ASB,2026-08-07,call,5,2026-09-11,31.16,30.105,-3.39,False
ASB,2026-08-07,call,10,2026-09-11,31.16,30.105,-3.39,False
OSCR,2026-08-07,call,5,2026-09-11,26.54,33.305,25.49,True
OSCR,2026-08-07,call,10,2026-09-11,26.54,33.305,25.49,True
DK,2026-08-07,call,5,2026-09-11,58.69,77.23,31.59,True
DK,2026-08-07,call,10,2026-09-11,58.69,77.23,31.59,True
DYN,2026-08-07,put,5,2026-09-11,25.88,18.085,-30.12,True
DYN,2026-08-07,put,10,2026-09-11,25.88,18.085,-30.12,True
RDW,2026-08-07,call,5,2026-09-11,11.83,10.8701,-8.11,False
RDW,2026-08-07,call,10,2026-09-11,11.83,10.8701,-8.11,False
ARCB,2026-08-07,put,5,2026-09-11,135.25,133.805,-1.07,True
ARCB,2026-08-07,put,10,2026-09-11,135.25,133.805,-1.07,True
OUT,2026-08-07,call,5,2026-09-11,30.995,28.69,-7.44,False
OUT,2026-08-07,call,10,2026-09-11,30.995,28.69,-7.44,False
NWBI,2026-08-07,call,5,2026-09-11,15.61,15.475,-0.86,False
NWBI,2026-08-07,call,10,2026-09-11,15.61,15.475,-0.86,False
VSEC,2026-08-07,put,5,2026-09-11,223.86,195.36,-12.73,True
VSEC,2026-08-07,put,10,2026-09-11,223.86,195.36,-12.73,True
RDN,2026-08-07,call,5,2026-09-11,36.2,35.85,-0.97,False
RDN,2026-08-07,call,10,2026-09-11,36.2,35.85,-0.97,False
CARG,2026-08-07,put,5,2026-09-11,38.81,34.23,-11.8,True
CARG,2026-08-07,put,10,2026-09-11,38.81,34.23,-11.8,True
LMAT,2026-08-07,call,5,2026-09-11,80.67,79.405,-1.57,False
LMAT,2026-08-07,call,10,2026-09-11,80.67,79.405,-1.57,False
NOVT,2026-08-07,put,5,2026-09-11,167.835,147.61,-12.05,True
NOVT,2026-08-07,put,10,2026-09-11,167.835,147.61,-12.05,True
PRAX,2026-08-07,call,5,2026-09-11,375.5,338.0,-9.99,False
PRAX,2026-08-07,call,10,2026-09-11,375.5,338.0,-9.99,False
SFNC,2026-08-07,call,5,2026-09-11,23.475,23.145,-1.41,False
SFNC,2026-08-07,call,10,2026-09-11,23.475,23.145,-1.41,False
HOMB,2026-08-07,call,5,2026-09-11,30.72,29.885,-2.72,False
HOMB,2026-08-07,call,10,2026-09-11,30.72,29.885,-2.72,False
FTDR,2026-08-07,call,5,2026-09-11,90.735,81.62,-10.05,False
FTDR,2026-08-07,call,10,2026-09-11,90.735,81.62,-10.05,False
MTX,2026-08-07,call,5,2026-09-11,75.0575,69.125,-7.9,False
MTX,2026-08-07,call,10,2026-09-11,75.0575,69.125,-7.9,False
PSMT,2026-08-07,call,5,2026-09-11,174.155,169.12,-2.89,False
PSMT,2026-08-07,call,10,2026-09-11,174.155,169.12,-2.89,False
VCEL,2026-08-07,call,5,2026-09-11,45.19,38.035,-15.83,False
VCEL,2026-08-07,call,10,2026-09-11,45.19,38.035,-15.83,False
IRT,2026-08-07,put,5,2026-09-11,17.05,15.365,-9.88,True
IRT,2026-08-07,put,10,2026-09-11,17.05,15.365,-9.88,True
POR,2026-08-10,call,5,2026-09-11,49.05,48.4,-1.33,False
POR,2026-08-10,call,10,2026-09-11,49.05,48.4,-1.33,False
RDNT,2026-08-10,put,5,2026-09-11,72.385,74.75,3.27,False
RDNT,2026-08-10,put,10,2026-09-11,72.385,74.75,3.27,False
GRAL,2026-08-10,put,5,2026-09-11,69.48,77.7128,11.85,False
GRAL,2026-08-10,put,10,2026-09-11,69.48,77.7128,11.85,False
BWIN,2026-08-10,call,5,2026-09-11,29.54,29.32,-0.74,False
BWIN,2026-08-10,call,10,2026-09-11,29.54,29.32,-0.74,False
CON,2026-08-10,call,5,2026-09-11,34.06,34.78,2.11,True
CON,2026-08-10,call,10,2026-09-11,34.06,34.78,2.11,True
ASH,2026-08-10,call,5,2026-09-11,76.45,71.66,-6.27,False
ASH,2026-08-10,call,10,2026-09-11,76.45,71.66,-6.27,False
OUT,2026-08-10,call,5,2026-09-11,31.24,28.69,-8.16,False
OUT,2026-08-10,call,10,2026-09-11,31.24,28.69,-8.16,False
LASR,2026-08-10,call,5,2026-09-11,54.64,40.2999,-26.24,False
LASR,2026-08-10,call,10,2026-09-11,54.64,40.2999,-26.24,False
DYN,2026-08-10,put,5,2026-09-11,26.43,18.085,-31.57,True
DYN,2026-08-10,put,10,2026-09-11,26.43,18.085,-31.57,True
FCPT,2026-08-10,put,5,2026-09-11,24.67,24.14,-2.15,True
FCPT,2026-08-10,put,10,2026-09-11,24.67,24.14,-2.15,True
RDN,2026-08-10,call,5,2026-09-11,36.765,35.85,-2.49,False
RDN,2026-08-10,call,10,2026-09-11,36.765,35.85,-2.49,False
VSEC,2026-08-10,put,5,2026-09-11,219.91,195.36,-11.16,True
VSEC,2026-08-10,put,10,2026-09-11,219.91,195.36,-11.16,True
NOVT,2026-08-10,put,5,2026-09-11,165.9,147.61,-11.02,True
NOVT,2026-08-10,put,10,2026-09-11,165.9,147.61,-11.02,True
TPC,2026-08-10,call,5,2026-09-11,98.72,88.615,-10.24,False
TPC,2026-08-10,call,10,2026-09-11,98.72,88.615,-10.24,False
SFNC,2026-08-10,call,5,2026-09-11,23.545,23.145,-1.7,False
SFNC,2026-08-10,call,10,2026-09-11,23.545,23.145,-1.7,False
NWBI,2026-08-10,call,5,2026-09-11,15.59,15.475,-0.74,False
NWBI,2026-08-10,call,10,2026-09-11,15.59,15.475,-0.74,False
SKY,2026-08-10,call,5,2026-09-11,92.895,82.82,-10.85,False
SKY,2026-08-10,call,10,2026-09-11,92.895,82.82,-10.85,False
MTX,2026-08-10,call,5,2026-09-11,74.83,69.125,-7.62,False
MTX,2026-08-10,call,10,2026-09-11,74.83,69.125,-7.62,False
HOMB,2026-08-10,call,5,2026-09-11,30.78,29.885,-2.91,False
HOMB,2026-08-10,call,10,2026-09-11,30.78,29.885,-2.91,False
AUB,2026-08-10,call,5,2026-09-11,41.815,39.8,-4.82,False
AUB,2026-08-10,call,10,2026-09-11,41.815,39.8,-4.82,False
PSMT,2026-08-10,call,5,2026-09-11,177.44,169.12,-4.69,False
PSMT,2026-08-10,call,10,2026-09-11,177.44,169.12,-4.69,False
BKD,2026-08-11,call,3,2026-09-11,13.055,12.075,-7.51,False
BKD,2026-08-11,call,5,2026-09-11,13.055,12.075,-7.51,False
BKD,2026-08-11,call,10,2026-09-11,13.055,12.075,-7.51,False
BTU,2026-08-11,call,3,2026-09-11,24.35,28.4,16.63,True
BTU,2026-08-11,call,5,2026-09-11,24.35,28.4,16.63,True
BTU,2026-08-11,call,10,2026-09-11,24.35,28.4,16.63,True
LASR,2026-08-11,call,3,2026-09-11,51.2,40.2999,-21.29,False
LASR,2026-08-11,call,5,2026-09-11,51.2,40.2999,-21.29,False
LASR,2026-08-11,call,10,2026-09-11,51.2,40.2999,-21.29,False
ACA,2026-08-11,put,3,2026-09-11,145.02,145.55,0.37,False
ACA,2026-08-11,put,5,2026-09-11,145.02,145.55,0.37,False
ACA,2026-08-11,put,10,2026-09-11,145.02,145.55,0.37,False
FCPT,2026-08-11,put,3,2026-09-11,24.47,24.14,-1.35,True
FCPT,2026-08-11,put,5,2026-09-11,24.47,24.14,-1.35,True
FCPT,2026-08-11,put,10,2026-09-11,24.47,24.14,-1.35,True
RDN,2026-08-11,call,3,2026-09-11,36.61,35.85,-2.08,False
RDN,2026-08-11,call,5,2026-09-11,36.61,35.85,-2.08,False
RDN,2026-08-11,call,10,2026-09-11,36.61,35.85,-2.08,False
VSEC,2026-08-11,put,3,2026-09-11,233.1801,195.36,-16.22,True
VSEC,2026-08-11,put,5,2026-09-11,233.1801,195.36,-16.22,True
VSEC,2026-08-11,put,10,2026-09-11,233.1801,195.36,-16.22,True
MYRG,2026-08-11,call,3,2026-09-11,337.055,291.71,-13.45,False
MYRG,2026-08-11,call,5,2026-09-11,337.055,291.71,-13.45,False
MYRG,2026-08-11,call,10,2026-09-11,337.055,291.71,-13.45,False
NOVT,2026-08-11,put,3,2026-09-11,167.0,147.61,-11.61,True
NOVT,2026-08-11,put,5,2026-09-11,167.0,147.61,-11.61,True
NOVT,2026-08-11,put,10,2026-09-11,167.0,147.61,-11.61,True
SFNC,2026-08-11,call,3,2026-09-11,23.675,23.145,-2.24,False
SFNC,2026-08-11,call,5,2026-09-11,23.675,23.145,-2.24,False
SFNC,2026-08-11,call,10,2026-09-11,23.675,23.145,-2.24,False
NWBI,2026-08-11,call,3,2026-09-11,15.56,15.475,-0.55,False
NWBI,2026-08-11,call,5,2026-09-11,15.56,15.475,-0.55,False
NWBI,2026-08-11,call,10,2026-09-11,15.56,15.475,-0.55,False
HOMB,2026-08-11,call,3,2026-09-11,30.9,29.885,-3.28,False
HOMB,2026-08-11,call,5,2026-09-11,30.9,29.885,-3.28,False
HOMB,2026-08-11,call,10,2026-09-11,30.9,29.885,-3.28,False
URBN,2026-08-11,put,3,2026-09-11,78.595,78.125,-0.6,True
URBN,2026-08-11,put,5,2026-09-11,78.595,78.125,-0.6,True
URBN,2026-08-11,put,10,2026-09-11,78.595,78.125,-0.6,True
MTX,2026-08-11,call,3,2026-09-11,74.295,69.125,-6.96,False
MTX,2026-08-11,call,5,2026-09-11,74.295,69.125,-6.96,False
MTX,2026-08-11,call,10,2026-09-11,74.295,69.125,-6.96,False
SKY,2026-08-11,call,3,2026-09-11,94.25,82.82,-12.13,False
SKY,2026-08-11,call,5,2026-09-11,94.25,82.82,-12.13,False
SKY,2026-08-11,call,10,2026-09-11,94.25,82.82,-12.13,False
ERAS,2026-08-12,call,3,2026-09-11,19.16,16.04,-16.28,False
ERAS,2026-08-12,call,5,2026-09-11,19.16,16.04,-16.28,False
ERAS,2026-08-12,call,10,2026-09-11,19.16,16.04,-16.28,False
ASH,2026-08-12,put,3,2026-09-11,74.874,71.66,-4.29,True
ASH,2026-08-12,put,5,2026-09-11,74.874,71.66,-4.29,True
ASH,2026-08-12,put,10,2026-09-11,74.874,71.66,-4.29,True
HASI,2026-08-12,call,3,2026-09-11,41.575,37.43,-9.97,False
HASI,2026-08-12,call,5,2026-09-11,41.575,37.43,-9.97,False
HASI,2026-08-12,call,10,2026-09-11,41.575,37.43,-9.97,False
LASR,2026-08-12,call,3,2026-09-11,51.795,40.2999,-22.19,False
LASR,2026-08-12,call,5,2026-09-11,51.795,40.2999,-22.19,False
LASR,2026-08-12,call,10,2026-09-11,51.795,40.2999,-22.19,False
ACA,2026-08-12,put,3,2026-09-11,145.1,145.55,0.31,False
ACA,2026-08-12,put,5,2026-09-11,145.1,145.55,0.31,False
ACA,2026-08-12,put,10,2026-09-11,145.1,145.55,0.31,False
RDN,2026-08-12,call,3,2026-09-11,36.284,35.85,-1.2,False
RDN,2026-08-12,call,5,2026-09-11,36.284,35.85,-1.2,False
RDN,2026-08-12,call,10,2026-09-11,36.284,35.85,-1.2,False
SFNC,2026-08-12,call,3,2026-09-11,23.75,23.145,-2.55,False
SFNC,2026-08-12,call,5,2026-09-11,23.75,23.145,-2.55,False
SFNC,2026-08-12,call,10,2026-09-11,23.75,23.145,-2.55,False
VSEC,2026-08-12,put,3,2026-09-11,243.0,195.36,-19.6,True
VSEC,2026-08-12,put,5,2026-09-11,243.0,195.36,-19.6,True
VSEC,2026-08-12,put,10,2026-09-11,243.0,195.36,-19.6,True
NOVT,2026-08-12,put,3,2026-09-11,168.17,147.61,-12.23,True
NOVT,2026-08-12,put,5,2026-09-11,168.17,147.61,-12.23,True
NOVT,2026-08-12,put,10,2026-09-11,168.17,147.61,-12.23,True
NWBI,2026-08-12,call,3,2026-09-11,15.675,15.475,-1.28,False
NWBI,2026-08-12,call,5,2026-09-11,15.675,15.475,-1.28,False
NWBI,2026-08-12,call,10,2026-09-11,15.675,15.475,-1.28,False
WAY,2026-08-12,call,3,2026-09-11,24.19,23.24,-3.93,False
WAY,2026-08-12,call,5,2026-09-11,24.19,23.24,-3.93,False
WAY,2026-08-12,call,10,2026-09-11,24.19,23.24,-3.93,False
URBN,2026-08-12,put,3,2026-09-11,78.17,78.125,-0.06,True
URBN,2026-08-12,put,5,2026-09-11,78.17,78.125,-0.06,True
URBN,2026-08-12,put,10,2026-09-11,78.17,78.125,-0.06,True
PSMT,2026-08-12,call,3,2026-09-11,173.17,169.12,-2.34,False
PSMT,2026-08-12,call,5,2026-09-11,173.17,169.12,-2.34,False
PSMT,2026-08-12,call,10,2026-09-11,173.17,169.12,-2.34,False
MTX,2026-08-12,call,3,2026-09-11,73.67,69.125,-6.17,False
MTX,2026-08-12,call,5,2026-09-11,73.67,69.125,-6.17,False
MTX,2026-08-12,call,10,2026-09-11,73.67,69.125,-6.17,False
LCII,2026-08-12,put,3,2026-09-11,104.99,91.39,-12.95,True
LCII,2026-08-12,put,5,2026-09-11,104.99,91.39,-12.95,True
LCII,2026-08-12,put,10,2026-09-11,104.99,91.39,-12.95,True
PTCT,2026-08-13,call,1,2026-09-11,72.685,66.41,-8.63,False
PTCT,2026-08-13,call,3,2026-09-11,72.685,66.41,-8.63,False
PTCT,2026-08-13,call,5,2026-09-11,72.685,66.41,-8.63,False
PTCT,2026-08-13,call,10,2026-09-11,72.685,66.41,-8.63,False
KYMR,2026-08-13,call,1,2026-09-11,113.76,114.41,0.57,True
KYMR,2026-08-13,call,3,2026-09-11,113.76,114.41,0.57,True
KYMR,2026-08-13,call,5,2026-09-11,113.76,114.41,0.57,True
KYMR,2026-08-13,call,10,2026-09-11,113.76,114.41,0.57,True
GPI,2026-08-13,put,1,2026-09-11,263.61,284.7899,8.03,False
GPI,2026-08-13,put,3,2026-09-11,263.61,284.7899,8.03,False
GPI,2026-08-13,put,5,2026-09-11,263.61,284.7899,8.03,False
GPI,2026-08-13,put,10,2026-09-11,263.61,284.7899,8.03,False
ACA,2026-08-13,put,1,2026-09-11,145.32,145.55,0.16,False
ACA,2026-08-13,put,3,2026-09-11,145.32,145.55,0.16,False
ACA,2026-08-13,put,5,2026-09-11,145.32,145.55,0.16,False
ACA,2026-08-13,put,10,2026-09-11,145.32,145.55,0.16,False
ITGR,2026-08-13,put,1,2026-09-11,125.41,126.205,0.63,False
ITGR,2026-08-13,put,3,2026-09-11,125.41,126.205,0.63,False
ITGR,2026-08-13,put,5,2026-09-11,125.41,126.205,0.63,False
ITGR,2026-08-13,put,10,2026-09-11,125.41,126.205,0.63,False
MBC,2026-08-13,put,1,2026-09-11,9.47,7.485,-20.96,True
MBC,2026-08-13,put,3,2026-09-11,9.47,7.485,-20.96,True
MBC,2026-08-13,put,5,2026-09-11,9.47,7.485,-20.96,True
MBC,2026-08-13,put,10,2026-09-11,9.47,7.485,-20.96,True
RDN,2026-08-13,call,1,2026-09-11,36.475,35.85,-1.71,False
RDN,2026-08-13,call,3,2026-09-11,36.475,35.85,-1.71,False
