ticker,date,total_volume,call_volume,put_volume,open_interest,vol_oi_ratio,put_call_ratio,top_call_strike,top_call_strike_volume,top_call_expiry,top_put_strike,top_put_strike_volume,top_put_expiry,stock_price
NATL,2026-07-10,351,26,325,213,1.65,12.5,45.0,16.0,2026-07-17,30.0,269.0,2026-07-17,44.81999969482422
TDC,2026-07-10,560,466,94,4741,0.12,0.2,42.5,300.0,2026-08-21,30.0,24.0,2026-07-17,34.220001220703125
FUL,2026-07-10,241,136,105,675,0.36,0.77,65.0,120.0,2026-07-17,30.0,36.0,2026-08-21,56.25
RARE,2026-07-10,3127,2199,928,10898,0.29,0.42,40.0,2034.0,2026-08-21,17.5,750.0,2026-08-21,33.630001068115234
COCO,2026-07-10,386,222,164,4425,0.09,0.74,30.0,124.0,2026-07-17,85.0,101.0,2026-07-17,71.08000183105469
DK,2026-07-10,299,186,113,2646,0.11,0.61,70.0,50.0,2026-07-17,40.0,27.0,2026-07-17,55.47610092163086
CWK,2026-07-10,211,131,80,2177,0.1,0.61,22.5,50.0,2026-08-21,12.5,32.0,2026-08-21,13.510000228881836
CLSK,2026-07-10,21933,18485,3448,124611,0.18,0.19,13.5,10806.0,2026-07-17,12.5,584.0,2026-07-10,13.020000457763672
RSI,2026-07-10,361,308,53,33637,0.01,0.17,17.5,172.0,2026-07-17,30.0,15.0,2026-08-21,33.08000183105469
SMR,2026-07-10,14616,9884,4732,167682,0.09,0.48,9.0,4642.0,2026-07-10,9.0,1140.0,2026-07-10,9.005800247192383
DYN,2026-07-10,601,509,92,964,0.62,0.18,35.0,250.0,2026-07-17,20.0,30.0,2026-07-17,23.36000061035156
MIAX,2026-07-10,312,174,138,4694,0.07,0.79,70.0,100.0,2026-07-17,50.0,67.0,2026-07-17,42.36000061035156
OUST,2026-07-10,5334,2371,2963,46483,0.11,1.25,47.0,455.0,2026-07-10,28.0,1102.0,2026-07-17,44.70500183105469
IDYA,2026-07-10,311,110,201,7168,0.04,1.83,25.0,30.0,2026-07-17,22.5,88.0,2026-07-17,36.90999984741211
ASH,2026-07-10,1232,1195,37,4524,0.27,0.03,70.0,1130.0,2026-07-17,55.0,14.0,2026-07-17,67.13999938964844
BHE,2026-07-10,361,333,28,1303,0.28,0.08,110.0,136.0,2026-08-21,95.0,10.0,2026-07-17,85.55989837646484
ASO,2026-07-10,982,729,253,10760,0.09,0.35,43.0,161.0,2026-07-10,44.0,23.0,2026-07-10,46.34999847412109
PENG,2026-07-10,9610,4474,5136,41131,0.23,1.15,80.0,821.0,2026-07-17,60.0,1630.0,2026-07-17,79.3949966430664
CENX,2026-07-10,522,370,152,14056,0.04,0.41,50.0,211.0,2026-08-21,40.0,25.0,2026-08-21,44.560001373291016
STEP,2026-07-10,231,124,107,3649,0.06,0.86,50.0,82.0,2026-08-21,35.0,53.0,2026-07-17,43.310001373291016
RLAY,2026-07-10,987,189,798,20104,0.05,4.22,20.0,64.0,2026-08-21,12.0,601.0,2026-07-17,20.11000061035156
CXW,2026-07-10,5424,2883,2541,88219,0.06,0.88,31.0,500.0,2026-07-17,20.0,1200.0,2026-07-17,31.56999969482422
BOH,2026-07-10,203,157,46,1624,0.12,0.29,85.0,62.0,2026-08-21,80.0,12.0,2026-07-17,82.76499938964844
HP,2026-07-10,315,187,128,2456,0.13,0.68,30.0,50.0,2026-07-17,30.0,74.0,2026-08-21,33.125
LEU,2026-07-10,1174,589,585,17974,0.07,0.99,170.0,92.0,2026-07-17,140.0,103.0,2026-07-17,171.14999389648438
CLDX,2026-07-10,1315,384,931,2483,0.53,2.42,23.0,200.0,2026-08-21,33.0,860.0,2026-07-17,38.88999938964844
PTEN,2026-07-10,660,524,136,101371,0.01,0.26,10.0,205.0,2026-08-21,4.0,30.0,2026-08-21,9.295000076293944
WRBY,2026-07-10,3339,3022,317,8942,0.37,0.1,30.0,1023.0,2026-07-17,28.5,65.0,2026-07-17,29.0
RUN,2026-07-10,6635,3793,2842,117629,0.06,0.75,13.0,1202.0,2026-07-17,13.0,1207.0,2026-07-17,12.449999809265137
SEZL,2026-07-10,1162,567,595,30519,0.04,1.05,190.0,128.0,2026-07-17,190.0,118.0,2026-08-21,180.25
UPST,2026-07-10,6165,3155,3010,73098,0.08,0.95,35.0,422.0,2026-07-10,31.5,640.0,2026-07-17,32.95500183105469
SHOO,2026-07-10,3913,3464,449,28697,0.14,0.13,40.0,3302.0,2026-07-17,35.0,430.0,2026-07-17,41.81999969482422
AGYS,2026-07-10,202,146,56,876,0.23,0.38,100.0,53.0,2026-07-17,105.0,17.0,2026-07-17,108.4749984741211
PFS,2026-07-10,540,534,6,310,1.74,0.01,5.0,201.0,2026-07-17,20.0,5.0,2026-07-17,23.6200008392334
LION,2026-07-10,1359,492,867,38147,0.04,1.76,16.0,200.0,2026-07-17,17.0,588.0,2026-08-21,13.375
STUB,2026-07-10,1180,824,356,43782,0.03,0.43,11.5,214.0,2026-07-10,10.0,101.0,2026-07-17,11.092000007629396
PARR,2026-07-10,347,241,106,2598,0.13,0.44,65.0,84.0,2026-07-17,30.0,25.0,2026-07-17,65.4800033569336
MGNI,2026-07-10,921,481,440,25972,0.04,0.91,18.0,100.0,2026-08-21,20.0,189.0,2026-08-21,20.420000076293945
SLS,2026-07-10,15130,12118,3012,183924,0.08,0.25,2.5,1501.0,2026-07-17,12.0,438.0,2026-07-17,12.94499969482422
BANC,2026-07-10,3131,1777,1354,15386,0.2,0.76,2.5,801.0,2026-07-17,20.0,1250.0,2026-07-17,20.55500030517578
BWIN,2026-07-10,250,172,78,1625,0.15,0.45,22.5,91.0,2026-07-17,17.5,40.0,2026-07-17,26.34499931335449
EWTX,2026-07-10,3785,2316,1469,8896,0.43,0.63,25.0,2125.0,2026-08-21,30.0,1031.0,2026-08-21,44.7400016784668
PENN,2026-07-10,639,326,313,25736,0.02,0.96,21.0,128.0,2026-07-17,13.0,100.0,2026-07-17,20.625
GRAL,2026-07-10,569,345,224,8161,0.07,0.65,75.0,89.0,2026-07-17,60.0,63.0,2026-07-17,71.44999694824219
UNFI,2026-07-10,550,463,87,3883,0.14,0.19,70.0,236.0,2026-07-17,20.0,20.0,2026-08-21,49.130001068115234
TARS,2026-07-10,348,198,150,16531,0.02,0.76,80.0,48.0,2026-07-17,70.0,73.0,2026-07-17,59.97999954223633
BXMT,2026-07-10,2766,445,2321,8084,0.34,5.22,20.0,129.0,2026-07-17,19.0,1113.0,2026-07-17,17.110000610351562
CARG,2026-07-10,265,173,92,1118,0.24,0.53,28.0,50.0,2026-07-17,25.0,25.0,2026-07-17,33.959999084472656
CC,2026-07-10,765,224,541,33528,0.02,2.42,13.0,41.0,2026-07-17,12.0,150.0,2026-07-17,17.75
VAC,2026-07-10,426,347,79,2262,0.19,0.23,125.0,100.0,2026-08-21,55.0,32.0,2026-07-17,100.29000091552734
PATK,2026-07-10,342,271,71,701,0.49,0.26,105.0,239.0,2026-08-21,75.0,16.0,2026-07-17,83.37999725341797
FSLY,2026-07-10,2403,1764,639,29343,0.08,0.36,19.0,225.0,2026-07-10,15.0,75.0,2026-07-17,19.6299991607666
DAN,2026-07-10,501,434,67,1567,0.32,0.15,29.0,200.0,2026-07-17,31.0,10.0,2026-08-21,27.21999931335449
BCC,2026-07-10,202,79,123,1651,0.12,1.56,87.5,17.0,2026-07-17,60.0,50.0,2026-08-21,75.9000015258789
BTU,2026-07-10,2777,1257,1520,29754,0.09,1.21,27.5,296.0,2026-07-17,36.0,399.0,2026-07-10,23.28499984741211
COHU,2026-07-10,277,117,160,4245,0.07,1.37,60.0,14.0,2026-07-17,70.0,72.0,2026-08-21,56.72999954223633
TRN,2026-07-10,2402,71,2331,9320,0.26,32.83,27.0,20.0,2026-07-17,27.0,1750.0,2026-08-21,35.6150016784668
HLIO,2026-07-10,564,50,514,1266,0.45,10.28,95.0,24.0,2026-07-17,85.0,510.0,2026-07-17,80.5999984741211
WK,2026-07-10,402,324,78,1165,0.35,0.24,65.0,101.0,2026-07-17,45.0,12.0,2026-07-17,51.89500045776367
PK,2026-07-10,670,650,20,10307,0.07,0.03,2.5,359.0,2026-08-21,12.5,12.0,2026-07-17,14.1850004196167
NAVN,2026-07-10,489,172,317,11239,0.04,1.84,22.5,39.0,2026-07-17,20.0,200.0,2026-08-21,25.88500022888184
HUBG,2026-07-10,2043,1972,71,2127,0.96,0.04,50.0,1900.0,2026-07-17,40.0,44.0,2026-07-17,46.5
VC,2026-07-10,223,205,18,1019,0.22,0.09,100.0,177.0,2026-07-17,80.0,7.0,2026-07-17,108.4000015258789
VISN,2026-07-10,2103,1439,664,48396,0.04,0.46,12.0,270.0,2026-08-21,15.0,228.0,2026-08-21,12.604999542236328
ATEN,2026-07-10,493,145,348,7879,0.06,2.4,35.0,57.0,2026-08-21,35.0,316.0,2026-07-17,37.51499938964844
KEEL,2026-07-10,9412,6625,2787,153443,0.06,0.42,5.0,2586.0,2026-07-10,5.0,418.0,2026-07-10,4.684999942779541
RH,2026-07-10,1150,548,602,14648,0.08,1.1,165.0,191.0,2026-07-17,157.5,104.0,2026-07-17,166.58999633789062
VERA,2026-07-10,1359,750,609,27464,0.05,0.81,45.0,264.0,2026-08-21,35.0,272.0,2026-07-17,41.05500030517578
WERN,2026-07-10,414,326,88,1007,0.41,0.27,40.0,300.0,2026-07-17,40.0,48.0,2026-07-17,43.79999923706055
NVTS,2026-07-10,8891,5009,3882,122320,0.07,0.78,14.5,570.0,2026-07-10,11.0,508.0,2026-07-17,13.46500015258789
BATRK,2026-07-10,684,547,137,1742,0.39,0.25,22.5,505.0,2026-08-21,50.0,100.0,2026-08-21,51.4900016784668
CALY,2026-07-10,210,59,151,15155,0.01,2.56,22.5,20.0,2026-08-21,12.5,50.0,2026-07-17,18.59000015258789
AEO,2026-07-10,2963,2373,590,13111,0.23,0.25,14.0,916.0,2026-07-10,17.0,143.0,2026-07-17,16.764999389648438
SOUN,2026-07-10,13959,10860,3099,366138,0.04,0.29,7.0,3146.0,2026-07-10,6.5,847.0,2026-07-10,6.635000228881836
TRMK,2026-07-10,210,145,65,182,1.15,0.45,25.0,138.0,2026-08-21,22.5,61.0,2026-08-21,46.34999847412109
STNE,2026-07-10,5004,605,4399,132097,0.04,7.27,12.0,126.0,2026-08-21,18.47,4000.0,2026-07-17,11.234999656677246
DHT,2026-07-10,1347,1189,158,62898,0.02,0.13,17.0,668.0,2026-07-17,15.0,40.0,2026-07-17,17.41860008239746
CLMT,2026-07-10,1666,1086,580,31922,0.05,0.53,45.0,512.0,2026-08-21,13.0,112.0,2026-08-21,39.20500183105469
LUNR,2026-07-10,15731,5262,10469,111328,0.14,1.99,17.0,853.0,2026-07-10,13.0,5496.0,2026-07-17,16.1200008392334
PFSI,2026-07-10,2032,1695,337,19440,0.1,0.2,125.0,1000.0,2026-08-21,115.0,200.0,2026-08-21,82.27999877929688
NWL,2026-07-10,422,254,168,27477,0.02,0.66,7.0,200.0,2026-07-17,5.0,102.0,2026-08-21,5.284999847412109
IMNM,2026-07-10,479,288,191,3427,0.14,0.66,3.0,69.0,2026-07-17,20.0,50.0,2026-07-17,22.909900665283203
LCII,2026-07-10,1059,303,756,2025,0.52,2.5,105.0,128.0,2026-07-17,70.0,650.0,2026-07-17,101.79499816894533
NKTR,2026-07-10,5200,4142,1058,30016,0.17,0.26,80.0,2201.0,2026-08-21,35.0,522.0,2026-07-17,69.62999725341797
CRGY,2026-07-10,322,239,83,17990,0.02,0.35,12.5,70.0,2026-08-21,10.0,34.0,2026-08-21,9.425000190734863
CTRI,2026-07-10,369,297,72,6650,0.06,0.24,27.5,70.0,2026-08-21,30.0,33.0,2026-07-17,25.875
BULL,2026-07-10,15189,12560,2629,225233,0.07,0.21,7.5,5748.0,2026-07-10,7.0,869.0,2026-07-10,7.335000038146973
ESTA,2026-07-10,999,645,354,5107,0.2,0.55,90.0,300.0,2026-07-17,75.0,100.0,2026-08-21,87.41000366210938
SGHC,2026-07-10,2363,1814,549,127482,0.02,0.3,10.75,501.0,2026-07-17,6.75,200.0,2026-07-17,14.904999732971191
NTLA,2026-07-10,3559,2537,1022,35562,0.1,0.4,16.0,758.0,2026-08-21,14.0,315.0,2026-07-17,14.720000267028809
PTON,2026-07-10,3010,1702,1308,261782,0.01,0.77,6.0,651.0,2026-07-17,1.5,304.0,2026-07-10,5.929999828338623
UTI,2026-07-10,337,191,146,8183,0.04,0.76,55.0,60.0,2026-07-17,45.0,26.0,2026-08-21,48.4900016784668
RAMP,2026-07-10,641,494,147,3468,0.18,0.3,40.0,400.0,2026-07-17,37.5,100.0,2026-07-17,37.915000915527344
NRIX,2026-07-10,677,471,206,3229,0.21,0.44,30.0,156.0,2026-08-21,22.0,80.0,2026-07-17,23.00779914855957
BCRX,2026-07-10,1947,1724,223,36291,0.05,0.13,11.0,1267.0,2026-07-17,10.0,60.0,2026-07-17,10.449999809265137
TMDX,2026-07-10,687,277,410,24785,0.03,1.48,175.0,53.0,2026-07-17,50.0,203.0,2026-07-17,71.08000183105469
ATRO,2026-07-10,394,58,336,1067,0.37,5.79,75.0,23.0,2026-07-17,70.0,305.0,2026-07-17,73.29000091552734
CPRI,2026-07-10,2184,1932,252,29464,0.07,0.13,20.0,1505.0,2026-08-21,17.5,85.0,2026-08-21,18.045000076293945
FLY,2026-07-10,8172,4366,3806,54552,0.15,0.87,20.0,1505.0,2026-07-17,31.0,2500.0,2026-07-17,24.350000381469727
ASTH,2026-07-10,548,425,123,7584,0.07,0.29,30.0,200.0,2026-08-21,20.0,55.0,2026-08-21,46.3650016784668
BRZE,2026-07-10,416,313,103,16730,0.02,0.33,25.0,135.0,2026-07-17,30.0,18.0,2026-08-21,24.989999771118164
NG,2026-07-10,2984,2906,78,17437,0.17,0.03,7.0,2788.0,2026-07-17,6.0,8.0,2026-07-17,5.985000133514404
AGIO,2026-07-10,250,47,203,5445,0.05,4.32,35.0,28.0,2026-07-17,25.0,100.0,2026-07-17,41.52999877929688
SHAK,2026-07-10,1744,971,773,11040,0.16,0.8,53.0,288.0,2026-07-17,56.0,161.0,2026-07-10,59.30500030517578
SPSC,2026-07-10,1082,1077,5,2177,0.5,0.0,135.0,1000.0,2026-07-17,50.0,1.0,2026-07-17,60.43999862670898
RDW,2026-07-10,8580,5099,3481,143117,0.06,0.68,10.0,1125.0,2026-07-10,10.5,614.0,2026-07-10,10.234999656677246
CNS,2026-07-10,577,575,2,2568,0.22,0.0,75.0,543.0,2026-07-17,65.0,1.0,2026-07-17,78.0999984741211
FRSH,2026-07-10,454,408,46,21142,0.02,0.11,25.0,200.0,2026-08-21,10.0,24.0,2026-07-17,10.15999984741211
INOD,2026-07-10,968,529,439,35822,0.03,0.83,85.0,101.0,2026-07-10,74.0,100.0,2026-07-10,67.8499984741211
LFST,2026-07-10,265,212,53,9863,0.03,0.25,10.0,76.0,2026-08-21,6.0,15.0,2026-07-17,10.719200134277344
CLOV,2026-07-10,3158,1713,1445,45104,0.07,0.84,5.0,868.0,2026-07-17,4.5,878.0,2026-07-10,4.414999961853027
STC,2026-07-10,213,11,202,229,0.93,18.36,90.0,4.0,2026-08-21,65.0,200.0,2026-07-17,68.36000061035156
ARR,2026-07-10,877,809,68,11700,0.07,0.08,17.0,350.0,2026-08-21,16.0,23.0,2026-08-21,17.040000915527344
BHVN,2026-07-10,998,704,294,38307,0.03,0.42,21.0,249.0,2026-07-17,15.0,151.0,2026-07-17,15.93000030517578
ALMS,2026-07-10,711,343,368,2198,0.32,1.07,30.0,170.0,2026-07-17,2.0,100.0,2026-07-17,28.459999084472656
AEHR,2026-07-10,4361,2854,1507,26528,0.16,0.53,75.0,709.0,2026-07-17,60.0,181.0,2026-07-10,74.23500061035156
BFH,2026-07-10,855,119,736,1354,0.63,6.18,87.5,11.0,2026-07-17,92.5,254.0,2026-08-21,97.12000274658205
PACS,2026-07-10,415,336,79,6868,0.06,0.24,55.0,152.0,2026-07-17,30.0,50.0,2026-07-17,42.630001068115234
FCF,2026-07-10,498,494,4,147,3.39,0.01,2.5,458.0,2026-10-16,15.0,4.0,2026-07-17,20.32999992370605
JBLU,2026-07-10,3047,2317,730,68140,0.04,0.32,6.0,678.0,2026-07-17,5.5,276.0,2026-07-10,5.775000095367432
ADMA,2026-07-10,643,505,138,19565,0.03,0.27,10.0,139.0,2026-08-21,8.0,20.0,2026-08-21,9.210000038146973
PGNY,2026-07-10,334,117,217,2072,0.16,1.85,40.0,84.0,2026-08-21,10.0,85.0,2026-08-21,30.4950008392334
MBC,2026-07-10,1016,25,991,4614,0.22,39.64,7.5,10.0,2026-07-17,10.0,950.0,2026-07-17,9.300000190734863
NEO,2026-07-10,390,99,291,3577,0.11,2.94,13.0,20.0,2026-07-17,10.0,200.0,2026-08-21,14.020000457763672
KSS,2026-07-10,5022,2873,2149,26166,0.19,0.75,30.0,700.0,2026-07-10,7.0,1022.0,2026-07-17,16.84000015258789
SRPT,2026-07-10,2857,2198,659,8124,0.35,0.3,20.0,710.0,2026-07-17,18.5,274.0,2026-07-17,19.170000076293945
PDFS,2026-07-10,304,174,130,2065,0.15,0.75,50.0,70.0,2026-07-17,55.0,50.0,2026-07-17,56.18999862670898
SNDX,2026-07-10,1299,1082,217,6073,0.21,0.2,30.0,500.0,2026-07-17,22.0,51.0,2026-07-17,
OCUL,2026-07-10,2655,2398,257,16807,0.16,0.11,11.0,2058.0,2026-07-17,4.0,38.0,2026-07-10,
AVPT,2026-07-10,428,330,98,5010,0.09,0.3,13.0,114.0,2026-07-17,7.0,50.0,2026-07-17,
FROG,2026-07-13,459,264,195,58896,0.01,0.74,105.0,35.0,2026-07-17,77.5,40.0,2026-07-17,91.68000030517578
BTSG,2026-07-13,365,116,249,2808,0.13,2.15,70.0,30.0,2026-08-21,50.0,180.0,2026-08-21,69.5000991821289
HUT,2026-07-13,5905,4514,1391,82102,0.07,0.31,121.0,1212.0,2026-07-24,75.0,117.0,2026-07-17,98.42500305175781
VSAT,2026-07-13,858,343,515,20972,0.04,1.5,65.0,110.0,2026-07-17,60.0,104.0,2026-08-21,68.67500305175781
KRYS,2026-07-13,641,328,313,3492,0.18,0.95,380.0,150.0,2026-08-21,330.0,150.0,2026-08-21,363.8399963378906
CYTK,2026-07-13,1257,1113,144,42541,0.03,0.13,100.0,537.0,2026-07-17,55.0,19.0,2026-07-17,81.53500366210938
CTRE,2026-07-13,267,249,18,1344,0.2,0.07,30.0,200.0,2026-07-17,25.0,5.0,2026-07-17,40.400001525878906
AGX,2026-07-13,1325,646,679,7567,0.18,1.05,960.0,78.0,2026-07-17,780.0,53.0,2026-07-17,594.6801147460938
ALKS,2026-07-13,1821,1158,663,16369,0.11,0.57,40.0,500.0,2026-07-17,35.0,250.0,2026-07-17,51.36000061035156
COMP,2026-07-13,2876,1938,938,66436,0.04,0.48,14.0,900.0,2026-08-21,9.0,411.0,2026-07-17,11.625
SNEX,2026-07-13,204,140,64,2286,0.09,0.46,145.0,22.0,2026-08-21,130.0,11.0,2026-07-17,113.31999969482422
QBTS,2026-07-13,18103,13094,5009,136080,0.13,0.38,23.0,2428.0,2026-07-24,19.0,730.0,2026-07-17,18.739999771118164
PTGX,2026-07-13,286,205,81,2078,0.14,0.4,120.0,35.0,2026-08-21,80.0,18.0,2026-07-17,129.1699981689453
PRAX,2026-07-13,478,296,182,2212,0.22,0.61,410.0,93.0,2026-08-21,200.0,35.0,2026-07-17,312.9700012207031
MXL,2026-07-13,9087,7934,1153,31357,0.29,0.15,90.0,3291.0,2026-08-21,65.0,359.0,2026-08-21,88.46499633789062
FSS,2026-07-13,929,59,870,1681,0.55,14.75,130.0,15.0,2026-07-17,110.0,851.0,2026-07-17,116.07499694824219
RIOT,2026-07-13,13168,8737,4431,283798,0.05,0.51,24.0,1171.0,2026-07-17,19.0,1423.0,2026-07-17,19.700000762939453
TGTX,2026-07-13,3280,1495,1785,32913,0.1,1.19,15.0,270.0,2026-08-21,44.0,1299.0,2026-08-21,55.439998626708984
OSCR,2026-07-13,7199,3069,4130,51719,0.14,1.35,33.5,590.0,2026-07-17,27.5,1214.0,2026-07-24,31.270000457763672
JBTM,2026-07-13,488,75,413,326,1.5,5.51,140.0,30.0,2026-08-21,130.0,400.0,2026-07-17,137.73500061035156
EAT,2026-07-13,727,307,420,3884,0.19,1.37,195.0,136.0,2026-07-17,160.0,199.0,2026-07-17,187.56500244140625
HIMS,2026-07-13,34111,24112,9999,236422,0.14,0.41,35.0,4129.0,2026-07-17,28.0,2534.0,2026-07-24,34.280601501464844
TEX,2026-07-13,3051,1527,1524,10992,0.28,1.0,70.0,603.0,2026-08-21,65.0,713.0,2026-08-21,66.0199966430664
IDCC,2026-07-13,761,505,256,1385,0.55,0.51,330.0,200.0,2026-08-21,220.0,101.0,2026-07-17,259.6000061035156
SLAB,2026-07-13,1760,459,1301,7011,0.25,2.83,220.0,200.0,2026-07-17,185.0,390.0,2026-08-21,218.69000244140625
NPO,2026-07-13,1633,23,1610,977,1.67,70.0,350.0,5.0,2026-07-17,330.0,700.0,2026-07-17,326.1600036621094
MRCY,2026-07-13,992,111,881,2735,0.36,7.94,110.0,16.0,2026-07-17,80.0,350.0,2026-07-17,98.69999694824219
FLR,2026-07-13,790,560,230,50317,0.02,0.41,47.5,387.0,2026-07-17,30.0,60.0,2026-07-17,49.779998779296875
KYMR,2026-07-13,403,159,244,1688,0.24,1.53,65.0,26.0,2026-07-17,75.0,100.0,2026-07-17,109.23999786376953
KGS,2026-07-13,5101,128,4973,5386,0.95,38.85,30.0,20.0,2026-07-17,40.0,4301.0,2026-07-17,66.71499633789062
SSRM,2026-07-13,1746,1542,204,10262,0.17,0.13,25.0,557.0,2026-07-17,34.0,35.0,2026-07-17,27.405000686645508
TMHC,2026-07-13,1055,943,112,4966,0.21,0.12,70.0,901.0,2026-08-21,65.0,41.0,2026-07-17,71.88500213623047
CIFR,2026-07-13,20650,15486,5164,207841,0.1,0.33,26.0,2613.0,2026-07-17,19.0,1033.0,2026-07-17,20.079999923706055
CORZ,2026-07-13,12332,7897,4435,363231,0.03,0.56,26.0,2567.0,2026-07-17,14.0,1280.0,2026-07-17,22.209999084472656
CVLT,2026-07-13,697,344,353,4177,0.17,1.03,150.0,163.0,2026-07-17,145.0,136.0,2026-07-17,147.6649932861328
NUVL,2026-07-13,763,378,385,24844,0.03,1.02,120.0,200.0,2026-07-17,85.0,167.0,2026-07-17,123.95500183105469
SYRE,2026-07-13,954,544,410,6835,0.14,0.75,95.0,220.0,2026-07-17,75.0,250.0,2026-08-21,93.6050033569336
VSEC,2026-07-13,345,119,226,1906,0.18,1.9,270.0,70.0,2026-08-21,165.0,70.0,2026-08-21,203.52999877929688
GVA,2026-07-13,962,286,676,1325,0.73,2.36,135.0,193.0,2026-07-17,105.0,402.0,2026-08-21,118.77999877929688
COGT,2026-07-13,375,229,146,12576,0.03,0.64,42.0,150.0,2026-08-21,38.0,85.0,2026-07-17,37.33000183105469
SM,2026-07-13,4466,3088,1378,32360,0.14,0.45,17.5,2018.0,2026-07-17,35.0,1200.0,2026-07-17,29.959999084472656
JXN,2026-07-13,448,82,366,4362,0.1,4.46,125.0,21.0,2026-07-17,105.0,217.0,2026-07-17,119.69000244140625
LGND,2026-07-13,249,179,70,982,0.25,0.39,340.0,60.0,2026-07-17,270.0,10.0,2026-07-17,311.0400085449219
KLIC,2026-07-13,354,160,194,4488,0.08,1.21,105.0,20.0,2026-08-21,100.0,21.0,2026-08-21,106.50499725341797
LUMN,2026-07-13,1728,1138,590,93473,0.02,0.52,7.0,558.0,2026-07-17,6.5,311.0,2026-07-17,6.460000038146973
SRRK,2026-07-13,680,124,556,3688,0.18,4.48,45.0,40.0,2026-07-17,40.0,248.0,2026-08-21,55.650001525878906
MATX,2026-07-13,246,221,25,1122,0.22,0.11,200.0,191.0,2026-07-17,200.0,10.0,2026-07-17,206.85000610351562
TWST,2026-07-13,791,195,596,3337,0.24,3.06,100.0,41.0,2026-07-17,57.5,329.0,2026-07-17,90.58499908447266
AUB,2026-07-13,205,128,77,561,0.37,0.6,45.0,100.0,2026-07-17,25.0,71.0,2026-07-17,41.86000061035156
RGTI,2026-07-13,24118,15132,8986,253203,0.1,0.59,16.5,3890.0,2026-07-17,14.0,1496.0,2026-07-17,15.454999923706055
APGE,2026-07-13,216,99,117,14340,0.02,1.18,70.0,26.0,2026-07-17,65.0,58.0,2026-07-17,133.72000122070312
LTH,2026-07-13,205,143,62,5292,0.04,0.43,45.0,50.0,2026-07-17,22.5,17.0,2026-07-17,41.01499938964844
XENE,2026-07-13,1139,914,225,14234,0.08,0.25,90.0,294.0,2026-07-17,35.0,70.0,2026-07-17,67.01000213623047
TXNM,2026-07-13,382,168,214,476,0.8,1.27,70.0,112.0,2026-08-21,50.0,200.0,2026-07-17,57.130001068115234
NOVT,2026-07-13,460,424,36,1323,0.35,0.08,200.0,150.0,2026-08-21,130.0,5.0,2026-08-21,151.08999633789062
JOBY,2026-07-13,7086,4162,2924,127114,0.06,0.7,8.0,1306.0,2026-07-17,7.5,919.0,2026-07-17,7.5
VSH,2026-07-13,2972,1290,1682,62690,0.05,1.3,45.0,306.0,2026-07-17,40.0,511.0,2026-07-17,41.59000015258789
DFTX,2026-07-13,3957,3343,614,54343,0.07,0.18,55.0,931.0,2026-08-21,41.0,104.0,2026-07-17,43.58000183105469
CRSP,2026-07-13,1332,764,568,12394,0.11,0.74,54.0,83.0,2026-07-17,48.0,92.0,2026-07-17,50.880001068115234
AIR,2026-07-13,315,237,78,1369,0.23,0.33,150.0,100.0,2026-07-17,165.0,10.0,2026-07-17,130.88999938964844
LQDA,2026-07-13,9008,5270,3738,66247,0.14,0.71,65.0,1111.0,2026-07-17,65.0,797.0,2026-07-17,70.70010375976562
GTX,2026-07-13,921,841,80,2688,0.34,0.1,27.0,512.0,2026-07-17,24.0,30.0,2026-08-21,31.329999923706055
VSXY,2026-07-13,371,151,220,14112,0.03,1.46,110.0,34.0,2026-08-21,30.0,49.0,2026-07-17,79.08499908447266
MTH,2026-07-13,1741,519,1222,3661,0.48,2.35,77.5,327.0,2026-08-21,72.5,662.0,2026-08-21,73.79000091552734
UEC,2026-07-13,4605,3270,1335,32161,0.14,0.41,10.5,954.0,2026-07-17,9.5,338.0,2026-07-24,10.020000457763672
ACMR,2026-07-13,3228,2373,855,18319,0.18,0.36,120.0,899.0,2026-07-24,95.0,252.0,2026-07-17,94.30500030517578
ROAD,2026-07-13,273,115,158,2879,0.09,1.37,130.0,24.0,2026-07-17,120.0,45.0,2026-07-17,93.88999938964844
AX,2026-07-13,278,116,162,1710,0.16,1.4,85.0,20.0,2026-08-21,40.0,60.0,2026-07-17,97.04000091552734
PSMT,2026-07-13,526,249,277,436,1.21,1.11,155.0,200.0,2026-07-17,145.0,200.0,2026-07-17,192.5399932861328
CGON,2026-07-13,2045,841,1204,61080,0.03,1.43,75.0,521.0,2026-08-21,65.0,477.0,2026-08-21,72.08999633789062
RDN,2026-07-13,200,120,80,570,0.35,0.67,20.0,30.0,2026-08-21,38.0,24.0,2026-08-21,38.0
LMND,2026-07-13,1354,937,417,22043,0.06,0.45,80.0,227.0,2026-07-17,66.0,74.0,2026-07-17,70.20549774169922
YOU,2026-07-13,1324,924,400,18555,0.07,0.43,49.8,401.0,2026-08-21,19.8,50.0,2026-08-21,53.150001525878906
RIG,2026-07-13,3311,2728,583,45034,0.07,0.21,5.5,1408.0,2026-07-24,5.0,312.0,2026-07-17,5.3850998878479
TVTX,2026-07-13,452,375,77,3583,0.13,0.21,50.0,254.0,2026-07-17,42.5,14.0,2026-07-17,55.83000183105469
RDNT,2026-07-13,314,165,149,1286,0.24,0.9,55.0,58.0,2026-08-21,60.0,80.0,2026-07-17,63.834999084472656
